Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
Mdp1,1139,1090,1586,1625,2529,1282,1755,1632,2113,1486,1393,1723
Mdrl,16,18,39,34,73,20,35,18,54,27,28,56
Me1,3503,4803,5903,6647,8592,5019,6131,6182,9995,6096,5879,6600
Me2,1804,2144,2595,3576,5167,2519,2704,3000,4656,2474,2479,3576
Me3,3517,2665,5208,3429,9016,6251,5582,5180,8744,3231,4809,6874
Mea1,1419,1050,1430,1534,2779,1648,1514,1674,2326,1427,1467,1671
Meaf6,4532,3770,5925,5090,10507,5962,6172,5151,8593,4846,4729,6747
Mecom,118,266,155,404,471,244,156,367,480,213,208,431
Mecp2,10321,11729,17999,17845,28196,16096,18284,18532,27333,17257,15506,19080
Mecr,435,392,389,496,849,539,514,568,754,488,509,590
Med1,3437,4882,6536,7678,10600,6566,6368,7140,11080,7191,6437,7925
Med10,640,682,855,1061,1588,973,1005,1234,1796,1029,981,1123
Med11,275,188,205,305,490,246,250,305,443,214,263,292
Med12,1726,2514,3222,3029,4824,2713,2744,2908,4421,2424,2434,3490
Med12l,4557,5265,8136,7539,13033,6617,7834,7833,11762,8644,6944,8990
Med13,7652,9650,15032,15978,23712,12988,14371,17910,23755,17780,13703,17031
Med13l,9322,10223,15117,15192,22622,14159,15233,16195,24307,16771,13712,17192
Med14,4896,7004,8936,10439,15701,9313,9255,11087,15987,11026,9138,10903
Med15,2155,2753,3775,3985,6036,3299,3325,3924,5978,4113,3219,4017
Med16,2693,2439,3573,3417,5354,2726,3312,2983,5316,2858,2886,3700
Med17,894,1042,1403,1480,2321,1462,1341,1467,2017,1325,1222,1609
Med18,259,209,318,290,564,310,327,269,422,298,257,346
Med19,1025,1362,1965,2090,3436,2122,2021,2004,3191,2142,1877,2376
Med20,605,745,950,1050,1945,918,953,981,1189,835,999,1148
Med21,404,554,691,847,1317,754,877,816,1017,777,753,932
Med22,1151,1039,1430,1610,2484,1427,1480,1560,2151,1483,1254,1643
Med23,1980,2417,3094,3146,5991,3220,3054,3287,4912,2708,2871,3571
Med24,3613,4951,6539,5969,10888,6603,6520,6073,10255,5569,5571,7219
Med25,2227,2695,3778,3855,6180,3103,3426,3460,5443,3441,2917,4253
Med26,496,505,657,731,1334,627,683,710,1071,694,644,755
Med27,727,909,1172,1233,1697,1050,1148,1239,1964,1202,939,1469
Med28,1758,2104,2901,3005,5019,3070,3336,3110,4577,2923,2390,3450
Med29,359,368,468,549,925,500,410,505,844,458,480,555
Med30,285,316,367,403,690,424,407,445,604,380,356,560
Med31,206,223,293,349,547,291,284,285,420,301,267,367
Med4,714,583,784,897,1432,815,1006,1010,1317,880,700,985
Med6,210,366,526,530,921,641,501,570,802,529,462,682
Med7,694,789,941,1089,1620,953,1207,1181,1624,1045,980,1257
Med8,528,493,605,744,1159,602,693,699,954,638,617,754
Med9,1457,1341,1960,2185,3663,2088,2252,2249,3279,2034,2052,2272
Med9os,31,11,11,19,38,21,16,13,21,4,23,19
Medag,264,162,404,599,776,88,378,598,579,1267,243,139
Mef2a,8944,13284,15962,18273,24889,15666,18570,21733,30129,21124,17682,19606
Mef2b,0,0,1,0,1,0,0,1,1,1,1,1
Mef2c,6102,5676,9236,10196,30068,6415,8609,10489,13958,12790,7663,11061
Mef2d,12215,10737,14955,15850,25905,15534,16045,17886,24218,18679,14514,16632
Mefv,0,0,0,0,0,0,0,0,0,0,0,0
Meg3,46521,82065,73507,57292,183574,85792,65596,55209,65138,35636,74077,81833
Megf10,1410,1673,2408,3135,3587,2052,2242,3009,4195,2819,2444,2818
Megf11,1150,1234,1870,1717,3103,2230,1813,813,2505,885,1623,2176
Megf6,566,179,483,284,1052,471,425,260,409,225,307,468
Megf8,18899,13080,17405,19840,33789,18853,19372,18994,29127,17209,17575,21134
Megf9,6430,7539,11067,10598,14366,10602,12137,11951,17315,11931,9135,12235
Mei1,10,9,14,15,51,3,10,16,10,43,9,5
Mei4,47,57,41,42,178,123,59,69,141,38,77,92
Meig1,22,26,48,77,110,83,40,53,77,28,38,80
Meikin,0,1,1,0,2,0,3,1,4,1,1,1
Meiob,0,1,0,1,2,0,0,0,0,0,0,0
Meioc,0,0,0,0,3,0,1,1,5,0,0,2
Meis1,100,74,103,150,600,101,67,120,218,57,94,128
Meis2,1796,1519,1648,1732,7371,4809,2377,2110,3433,1352,2327,2398
Meis3,855,779,873,884,1415,865,966,969,1307,940,769,1060
Melk,10,4,11,16,27,7,12,13,19,20,9,11
Meltf,19,20,14,15,73,21,55,39,48,12,2,28
Memo1,634,1295,1586,1569,2663,1561,1543,1521,2064,1413,1428,1824
Men1,2689,2640,3509,3722,5864,3496,3555,3337,5412,3097,3131,3945
Meox1,39,23,16,64,83,17,24,39,54,44,43,75
Meox2,5,2,0,0,4,0,2,1,0,1,1,2
Mep1a,1,0,0,2,5,0,1,0,0,0,0,1
Mep1b,0,0,0,0,0,0,0,0,0,1,1,2
Mepce,2091,1633,2363,2351,4034,2159,2439,2329,3394,1956,1928,2654
Mepe,0,0,0,0,0,0,0,0,0,0,0,0
Mertk,2888,2741,4052,3102,5303,3293,4093,3185,4487,3485,3087,4554
Mesd,2303,1930,2837,2869,5789,2959,3172,3028,4785,2354,2646,3492
Mesp1,7,1,4,1,0,0,9,0,6,0,0,1
Mesp2,41,19,50,20,92,66,68,43,83,45,31,59
Mest,2383,2007,3348,3577,7897,2904,2220,2002,4259,1530,2178,3646
Met,349,307,665,321,2368,2312,547,231,1011,101,451,1409
Metap1,2438,2474,3530,3428,5718,3362,3753,3645,5807,3511,3185,3901
Metap1d,206,340,429,460,801,253,240,457,635,407,439,542
Metap2,2890,3218,4833,5403,7740,4164,4855,4330,6760,4810,3996,5423
Methig1,0,0,0,0,0,0,0,0,0,0,0,0
Metrn,2060,1115,1470,1940,2601,1369,1740,1733,2425,1842,1347,1939
Metrnl,377,236,253,370,597,291,305,339,516,322,263,346
Mettl1,169,211,238,306,433,187,263,213,375,209,221,261
Mettl11b,30,19,34,17,40,45,31,12,38,27,19,35
Mettl14,426,637,827,900,1500,785,864,969,1258,949,829,1018
Mettl15,183,282,368,443,545,422,380,429,682,422,403,420
Mettl16,1273,1127,1368,1795,3025,1806,1627,1651,2296,1482,1712,1876
Mettl17,502,760,800,726,1481,708,690,692,970,583,592,939
Mettl18,167,179,261,281,403,256,240,287,358,233,198,276
Mettl2,466,440,644,795,1228,641,701,670,978,621,615,778
Mettl21a,186,286,344,449,687,349,419,446,637,355,328,499
Mettl21c,0,2,1,2,6,0,3,3,1,3,3,3
Mettl21e,1,2,1,11,5,1,1,7,3,1,5,3
Mettl22,630,514,617,670,1196,720,722,715,1287,633,641,793
Mettl23,257,261,334,419,622,423,455,348,568,378,309,464
Mettl24,67,53,120,97,131,73,129,48,137,68,101,116
Mettl25,343,194,328,357,615,225,341,347,542,253,299,323
Mettl26,647,630,841,887,1485,713,739,716,1209,615,641,922
Mettl27,315,309,430,549,760,311,413,392,715,277,288,425
Mettl3,951,783,1100,1190,1872,1274,1084,1189,1646,967,1037,1239
Mettl4,1029,1360,1812,2184,3419,1950,1836,2075,3078,1788,1971,2333
Mettl5,182,198,319,386,580,271,335,338,503,329,283,378
Mettl6,611,648,851,1049,1660,826,1028,1056,1321,860,839,1146
Mettl7a1,926,946,1150,1572,2064,1271,1208,1324,1651,947,949,1534
Mettl7a2,1,1,1,5,4,5,1,5,2,4,5,7
Mettl7a3,4,5,6,4,11,15,3,13,11,5,6,10
Mettl7b,0,0,0,0,0,0,0,0,0,0,0,1
Mettl8,429,497,638,704,1114,620,712,651,1068,624,561,768
Mettl9,1932,2197,3097,3395,5788,3131,3337,3349,4945,2983,2808,3870
Mex3a,273,198,311,343,676,279,298,328,383,359,292,332
Mex3b,804,905,1152,1895,2134,1640,1591,1647,2140,1976,1370,1842
Mex3c,3194,3065,4233,4657,6785,4089,4961,5067,6761,4452,4233,4710
Mex3d,1078,829,1078,1220,2166,1231,1052,1142,1727,988,1121,1219
Mexis,1,0,2,3,9,0,7,3,2,1,2,2
Mfap1a,859,802,1252,1231,1916,1152,1233,1215,2131,1222,1121,1315
Mfap1b,322,301,400,538,785,502,621,521,631,457,436,592
Mfap2,98,44,102,52,153,143,94,73,91,36,46,95
Mfap3,1054,1576,2487,2319,4019,2119,2238,2065,3610,2676,2186,2047
Mfap3l,3859,5806,8865,8755,12432,7458,9229,9411,14346,10607,8404,10243
Mfap4,102,88,115,148,175,115,132,188,237,154,101,137
Mfap5,1,3,2,6,6,2,2,4,6,7,10,3
Mff,5165,7277,9731,10070,15336,9730,10060,10139,16223,9871,8858,11338
Mfge8,4513,3559,5615,5408,10905,7658,5696,4819,8438,4701,4916,7321
Mfhas1,5007,4753,6360,6482,10538,5927,6175,6559,9842,6300,6277,6774
Mfn1,2761,3514,4018,5056,7016,3868,4158,4236,6124,3633,3788,5366
Mfn2,9541,11380,14992,16077,24102,14131,15479,15122,25037,15247,13318,17273
Mfng,101,102,168,160,331,191,205,185,291,189,157,167
Mfrp,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd1,1240,1577,2070,2389,3207,1897,2264,2220,3398,2044,1935,2638
Mfsd10,599,636,894,701,1562,738,879,653,1159,545,642,905
Mfsd11,1122,1350,1706,1823,2843,1642,1783,1711,2525,1541,1482,2068
Mfsd12,2985,2351,3048,3707,4917,2504,3180,3446,4543,3398,2979,3417
Mfsd13a,1228,1022,1486,1499,2309,1305,1481,1326,2115,1375,1366,1570
Mfsd13b,28,75,128,124,132,20,122,78,160,152,101,100
Mfsd14a,2290,3068,4104,4898,6744,4094,4462,4757,6519,3855,3914,5113
Mfsd14b,1692,2216,2893,3495,5457,3287,3534,3764,4939,3276,3015,3908
Mfsd2a,821,882,1794,1086,1817,994,1330,1088,1605,1039,1031,1495
Mfsd2b,11,19,27,22,46,15,22,22,19,18,14,35
Mfsd3,183,160,141,199,323,178,192,164,254,162,161,218
Mfsd4a,2992,2848,4623,4413,6809,3795,5220,5272,8105,6253,3653,5087
Mfsd4b1,19,14,35,62,66,29,50,44,48,42,28,58
Mfsd4b2,1,0,2,1,2,4,5,2,6,0,1,3
Mfsd4b3-ps,5,4,10,11,17,11,5,10,19,7,3,13
Mfsd4b4,603,628,858,846,1517,732,933,802,1231,719,685,933
Mfsd4b5,7,19,25,16,32,12,14,8,26,23,12,21
Mfsd5,1293,1183,1612,1675,2554,1558,1548,1656,2588,1511,1540,1758
Mfsd6,4660,6341,8560,9992,14165,8172,8636,9653,14744,10005,8619,9972
Mfsd6l,3,0,0,7,8,1,1,1,3,3,1,7
Mfsd7a,57,53,67,99,103,59,47,40,98,73,84,73
Mfsd8,514,777,1056,1148,1771,1074,1193,1243,1868,1218,950,1302
Mfsd9,239,364,477,527,744,489,531,601,923,387,501,576
Mga,7746,6957,12670,11306,20654,10680,11825,11810,16454,12207,10370,12552
Mgam,1,0,2,4,7,1,2,3,5,2,1,0
Mgarp,1,1,1,1,0,0,2,1,2,0,1,0
Mgat1,2479,2101,2672,3243,5303,2572,3040,2953,4938,2565,2418,3428
Mgat2,1461,1505,1953,2274,3377,2000,2174,2150,3044,1933,1870,2535
Mgat3,8828,8707,12656,13190,20046,11616,12028,11796,19011,12948,11691,12748
Mgat4a,3847,4235,5537,5368,9183,4975,5445,5845,8975,5139,5168,6510
Mgat4b,3782,2913,3470,4265,5604,2924,3682,4188,6135,3852,3545,4169
Mgat4c,752,1441,2114,1702,2650,1079,1890,1942,2904,1866,1515,2013
Mgat4d,0,0,0,0,0,1,0,0,0,0,0,0
Mgat4e,0,2,3,1,2,6,3,9,15,6,5,8
Mgat4f,0,0,0,4,0,0,0,0,1,0,2,0
Mgat5,3101,3303,4609,4875,7672,4143,4491,4868,7757,5522,4457,5008
Mgat5b,2507,2124,2959,2654,6116,3033,2896,2599,4344,2592,2682,3281
Mgl2,4,3,2,10,2,1,2,6,14,6,1,7
Mgll,7665,7333,10283,11390,13617,7069,10283,12337,16464,13902,9402,10050
Mgme1,127,135,168,184,303,176,161,206,295,188,210,226
Mgmt,29,27,41,38,57,45,44,30,45,16,33,30
Mgp,172,163,84,314,315,187,146,238,248,83,98,361
Mgrn1,8484,9187,12453,13137,20880,12136,12744,12535,20229,12196,11827,13745
Mgst1,207,214,355,434,630,328,285,324,489,322,331,437
Mgst2,4,0,0,1,9,3,3,1,1,1,0,1
Mgst3,880,1364,1575,1853,2726,1924,1696,1662,2626,1647,1684,2177
Mhrt,10,5,5,1,12,9,4,3,7,3,1,3
Mia,685,89,395,289,609,233,384,166,241,260,74,178
Mia2,1293,2003,2436,3157,4149,2229,2393,2784,4009,2532,2205,3148
Miat,11665,15999,17652,13774,33208,19620,19384,12305,15448,10149,15653,20235
Mib1,18002,20654,29883,31225,43125,23899,32092,32153,44810,34444,28077,34085
Mib2,4732,3765,4873,5138,9580,5339,5488,4836,7494,4513,4589,5982
Mical1,371,359,495,449,962,507,562,443,757,401,443,605
Mical2,16723,22869,25909,28596,40155,33667,29752,33367,50044,33270,28486,33766
Mical3,5155,4095,4989,5854,11344,6218,4732,6595,8232,5272,5192,6188
Micalcl,123,128,134,145,222,137,156,103,164,130,89,227
Micall1,2785,2205,3557,4911,4961,2578,3231,4089,5262,3295,3108,4065
Micall2,85,92,117,191,300,144,142,167,266,121,145,168
Micos13,649,767,933,1167,1686,1054,1197,1126,1341,831,898,1246
Micu1,3047,3035,3822,4887,6886,4048,4408,4322,6953,4264,4185,5134
Micu2,561,605,622,1071,1483,868,836,1072,1282,662,743,1235
Micu3,3786,4561,5936,6578,10497,5479,7205,7206,8888,7075,5939,6943
Mid1,473,539,765,682,1196,578,799,726,1314,493,522,498
Mid1ip1,2551,2322,3649,3821,5469,3261,3749,3685,5358,3114,2675,3355
Mid2,1423,1846,3068,2518,5060,2230,3006,2745,4430,2882,2250,3055
Mideas,1997,2015,3393,3126,4985,2502,3123,3274,4392,3032,2676,3409
Midn,2420,2163,2259,2767,5055,3241,2427,3207,4178,2165,2728,3211
Mief1,2677,2713,3556,3788,5765,3554,3205,3228,5283,3005,3196,3578
Mief2,826,579,645,745,1284,824,867,681,1053,535,616,887
Mien1,1257,814,1028,1354,1897,1219,1154,1216,1619,1090,1003,1293
Mier1,1485,1847,2738,3021,5115,2990,3355,3269,3991,2891,2792,3973
Mier2,1273,1324,1722,1829,2944,1687,1828,1741,2768,1607,1551,1846
Mier3,1102,1630,2222,2389,4058,2296,2398,2838,3827,2372,2223,2712
Mif,1153,2099,2756,3160,4741,3013,2326,2586,3735,2315,2359,3071
Mif4gd,302,304,376,508,631,313,378,442,630,412,360,417
Miga1,6293,7137,8724,11021,16363,8831,10146,10918,15599,9218,8696,12117
Miga2,4268,3448,4411,4627,7197,4210,4688,4193,6623,3642,3990,5267
Miip,392,404,581,505,937,488,521,520,667,327,411,629
Mill1,0,0,0,0,0,0,0,0,0,0,0,0
Mill2,25,45,24,50,87,48,40,79,110,29,59,60
Milr1,7,6,6,8,14,4,8,9,8,11,8,4
Minar1,253,276,428,390,994,423,381,347,729,231,424,465
Minar2,1187,951,2365,1504,3932,1895,2330,1363,2509,1609,1103,1916
Mindy1,869,888,1250,1568,2007,1128,1242,1307,2238,1171,1241,1562
Mindy2,3817,4711,6909,7272,11809,6859,7281,7277,11050,7597,7006,8277
Mindy3,1890,2837,3323,3798,4915,3106,4185,4488,6094,4003,3434,4340
Mindy4,451,456,539,661,1110,575,518,576,920,421,461,680
Mink1,23356,22537,31128,29736,45944,28815,31556,30994,45149,30591,27096,34251
Minpp1,2824,2855,3566,3838,6481,3749,3950,3814,6103,3700,3309,4542
Mios,979,1472,2022,2398,3277,1532,2344,2316,3323,2253,1897,2331
Miox,0,0,1,0,0,0,0,0,0,0,0,1
Mip,0,0,0,0,0,0,0,1,0,1,0,0
Mipep,1596,1949,2359,3025,4702,2669,2724,2977,4178,2970,2410,3096
Mipol1,137,148,257,294,373,198,253,265,380,184,171,248
Mir100hg,943,1318,1344,1369,3372,1706,1464,1227,1946,1008,1489,1766
Mir101b,0,0,0,0,0,0,0,1,0,1,0,0
Mir1187,0,0,0,0,0,0,0,0,0,0,0,0
Mir1190,1,3,0,4,1,0,0,4,4,1,6,5
Mir1191b,1,2,7,10,13,4,2,5,4,0,4,20
Mir1197,7,12,25,13,64,21,23,14,16,4,10,18
Mir12184,4,2,2,4,11,2,5,1,4,3,3,3
Mir124-2hg,220,148,250,190,682,332,276,215,311,179,184,314
Mir124a-1hg,3314,7408,6787,5912,12465,6415,6465,5685,6125,3928,6578,6794
Mir124a-2,4,6,12,6,58,14,13,5,23,12,7,17
Mir1258,0,0,0,0,0,0,0,0,0,0,0,0
Mir125b-2,2,0,0,0,0,0,2,1,3,0,0,3
Mir1291,6,2,4,8,8,6,6,4,4,1,5,7
Mir133c,0,0,0,0,0,0,0,0,0,0,0,0
Mir155,0,0,0,0,0,0,0,0,0,0,0,0
Mir155hg,0,2,0,2,0,0,0,0,1,1,2,0
Mir16-1,1,2,6,0,2,1,6,3,7,2,4,4
Mir17hg,11,13,7,23,41,11,18,20,28,7,7,19
Mir183,0,0,0,0,0,0,0,0,0,0,0,0
Mir184,0,0,0,0,0,0,0,0,0,0,0,0
Mir1899,0,0,0,0,0,0,0,0,0,0,0,0
Mir1928,0,0,0,0,0,0,0,0,0,0,0,0
Mir1929,4,5,3,2,1,1,1,4,3,3,1,1
Mir1932,1,0,5,1,1,1,1,0,6,0,0,0
Mir1934,0,0,2,3,9,1,4,0,2,3,0,2
Mir1942,8,6,4,1,15,5,2,4,5,3,10,7
Mir1947,0,1,0,1,7,1,3,2,4,1,3,0
Mir1952,0,0,0,0,0,0,0,0,0,0,0,0
Mir1953,3,0,0,0,0,0,0,0,1,0,0,0
Mir195b,0,0,0,0,0,0,0,0,0,0,0,0
Mir1961,0,0,1,0,0,0,0,0,0,0,0,0
Mir1964,4,2,9,11,5,7,7,5,1,6,7,5
Mir1969,1,0,0,0,2,1,1,0,0,0,0,0
Mir1971,0,0,0,0,0,0,0,0,0,0,0,0
Mir1981,0,0,0,0,0,0,0,0,0,0,0,0
Mir199a-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir1a-1hg,0,0,1,0,0,0,1,1,0,0,2,1
Mir205hg,0,0,0,0,0,0,0,0,0,0,0,0
Mir216a,0,0,0,0,0,0,0,0,0,0,0,0
Mir21c,0,0,0,1,0,0,0,0,1,0,0,0
Mir224,0,0,0,0,0,0,0,0,0,0,0,0
Mir22hg,558,833,810,1143,1368,885,1314,1223,1634,1063,903,1416
Mir24-2,1,2,2,5,5,0,4,2,4,2,0,3
Mir28b,0,0,0,0,0,0,0,0,0,0,0,0
Mir296,0,0,0,0,0,1,0,0,0,0,0,0
Mir301,0,3,1,5,8,4,5,4,4,5,3,7
Mir3058,5,5,3,5,11,1,3,0,3,3,4,1
Mir3060,23,7,4,14,36,8,21,9,14,5,12,10
Mir3061,29,30,44,64,73,40,82,56,63,62,62,83
Mir3065,0,0,0,0,0,0,0,0,0,0,0,0
Mir3066,2,3,5,7,8,3,2,2,4,1,2,3
Mir3080,4,5,10,1,16,15,4,5,3,4,0,10
Mir3085,0,2,3,2,4,2,0,1,0,2,1,5
Mir3086,0,0,0,2,3,1,0,0,0,0,0,0
Mir3088,0,0,0,0,0,0,0,1,1,0,0,0
Mir3089,6,1,1,0,3,2,4,4,1,0,1,0
Mir3091,0,0,0,0,0,0,0,0,0,0,0,0
Mir3094,0,2,1,1,1,0,0,1,0,0,1,0
Mir338,15,13,14,19,25,6,9,18,24,6,20,17
Mir344d-1,0,0,0,0,3,0,0,0,0,0,0,0
Mir344d-3,0,0,1,0,1,0,1,1,1,0,0,1
Mir344h-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir344h-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir344i,2,1,3,2,4,2,3,0,2,2,2,5
Mir3470a,0,0,0,0,1,0,0,0,0,0,0,0
Mir3473a,1,1,1,0,0,1,1,0,0,1,0,1
Mir3473e,1,4,2,3,6,6,3,2,2,2,4,1
Mir3473f,0,0,0,0,0,0,0,0,0,0,0,0
Mir34a,0,0,0,1,0,0,0,0,0,0,1,1
Mir3572,0,0,0,0,0,0,0,0,0,0,0,0
Mir374b,5,7,11,4,9,8,18,6,9,4,4,9
Mir374c,0,0,0,0,0,0,0,0,0,0,0,0
Mir378b,0,0,0,0,0,0,0,0,0,0,0,0
Mir378c,0,0,0,0,0,0,0,0,0,0,0,0
Mir3963,0,0,0,0,0,0,0,0,0,0,0,0
Mir3964,0,0,0,0,0,0,0,0,0,0,0,0
Mir3967,0,2,3,4,9,0,2,1,2,0,1,2
Mir3968,0,0,0,0,0,0,0,0,0,0,0,0
Mir429,0,0,0,0,0,0,0,0,0,0,0,0
Mir449b,0,0,0,0,0,0,0,0,0,0,0,0
Mir453,37,91,96,59,305,121,86,70,75,31,95,107
Mir463,0,0,0,0,0,0,0,0,0,0,0,0
Mir466l,1,2,0,0,3,1,0,1,1,0,1,1
Mir466q,1,5,2,2,11,3,3,2,1,4,4,2
Mir467b,1,0,0,0,1,0,0,0,0,0,0,0
Mir467h,0,0,0,0,0,0,0,0,0,0,0,0
Mir468,1,0,1,2,0,0,0,0,1,1,0,2
Mir496b,0,0,0,0,0,0,0,0,0,0,0,0
Mir5046,0,0,0,0,0,0,0,0,0,0,0,0
Mir5098,3188646,2125764,2125764,1062882,7971615,3188646,2125764,2657205,3188646,531441,4251528,3720087
Mir5101,0,0,0,0,0,0,0,0,0,0,0,0
Mir5103,18,5,13,14,14,7,8,13,8,15,7,4
Mir5104,0,0,0,0,0,0,0,0,0,0,0,0
Mir5106,0,1,0,1,1,0,0,0,3,0,4,0
Mir5108,0,0,0,0,0,0,0,0,0,0,0,0
Mir5112,10,1,0,4,7,2,1,1,1,4,0,4
Mir5119,9,15,5,4,10,2,8,3,11,6,5,1
Mir5121,0,0,0,0,0,0,0,0,0,0,0,0
Mir5129,1,2,4,1,0,2,0,2,2,4,0,2
Mir5134,0,0,0,0,0,0,0,0,0,0,1,1
Mir5135,0,0,0,1,0,0,0,0,1,0,0,0
Mir5136,0,0,0,0,0,0,0,0,0,0,0,0
Mir546,0,0,0,0,0,0,0,0,0,0,0,0
Mir5618,1,0,1,2,2,1,1,0,2,0,1,0
Mir5621,0,0,0,0,1,1,1,0,0,0,0,0
Mir5623,3,7,4,1,5,6,7,7,4,0,4,9
Mir5624,0,0,0,0,0,1,0,0,0,0,0,0
Mir5625,0,0,0,0,0,0,0,0,0,0,0,0
Mir5626,0,0,0,1,0,0,0,0,0,0,0,0
Mir5627,0,0,0,1,0,0,0,0,0,0,0,1
Mir6236,20,3,8,1,12,98,8,4,12,6,0,6
Mir6237,0,0,0,0,0,0,0,0,0,0,0,0
Mir6238,0,0,0,0,0,0,0,0,0,0,0,0
Mir6239,0,0,0,0,0,0,0,0,0,0,0,0
Mir6336,1,2,4,5,11,7,3,5,11,12,7,4
Mir6339,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0
Mir6348,0,0,0,0,0,0,0,0,0,0,0,0
Mir6350,0,0,0,0,0,0,0,0,0,0,0,0
Mir6351,1,1,0,0,0,1,1,1,2,0,0,0
Mir6354,0,0,0,0,0,0,0,0,0,0,0,0
Mir6356,0,0,0,0,0,0,0,0,0,0,0,0
Mir6357,0,0,0,0,1,0,0,2,2,0,0,0
Mir6360,0,0,0,0,0,0,0,0,0,0,0,0
Mir6363,0,0,0,0,0,1,0,0,0,0,0,0
Mir6365,0,0,0,0,0,0,0,0,0,0,0,0
Mir6367,0,0,0,0,0,0,0,0,0,0,0,0
Mir6371,1,5,1,4,7,1,1,3,3,2,1,1
Mir6372,0,0,0,0,0,0,0,0,0,0,0,0
Mir6374,16,6,4,2,13,2,6,6,3,3,10,7
Mir6375,0,0,1,0,1,0,0,0,1,0,0,1
Mir6376,0,0,0,0,0,0,0,0,0,0,0,0
Mir6378,0,0,0,0,0,0,0,0,0,0,0,0
Mir6384,0,0,0,0,0,0,0,0,0,0,0,0
Mir6385,0,0,0,0,0,0,0,0,0,0,0,0
Mir6386,0,0,0,0,0,0,0,0,0,0,0,0
Mir6388,0,0,0,0,0,0,0,0,0,0,0,0
Mir6390,52,48,90,64,150,70,106,64,121,89,57,78
Mir6393,0,0,0,0,0,0,0,0,0,0,0,0
Mir6397,0,0,0,0,0,0,0,0,0,0,0,0
Mir6400,0,1,1,1,1,2,3,3,1,0,1,0
Mir6403,0,3,1,3,6,3,5,5,2,3,2,2
Mir6405,0,0,0,0,0,0,0,0,0,0,0,0
Mir6408,0,0,0,0,0,0,0,0,0,0,0,0
Mir6409,0,0,0,0,0,0,0,0,0,0,0,0
Mir6413,0,0,0,0,0,0,0,0,0,0,0,0
Mir6415,0,0,0,0,0,0,0,0,0,0,0,0
Mir6417,6,0,3,3,7,0,2,1,3,0,1,0
Mir6420,0,0,0,0,0,0,0,0,0,0,0,0
Mir6481,0,0,0,0,0,0,0,0,0,0,0,0
Mir6538,6,1,0,4,4,4,1,2,4,0,0,3
Mir654,4,19,15,19,96,30,35,7,18,9,26,33
Mir6541,0,1,1,0,2,0,1,0,2,2,0,5
Mir669b,1,0,2,0,3,1,1,1,1,1,2,0
Mir669e,3,3,1,1,0,0,0,1,0,0,0,1
Mir669i,0,1,3,0,3,0,0,5,0,1,1,1
Mir669j,0,2,1,0,2,0,0,0,1,2,2,0
Mir669k,0,5,1,0,5,0,1,3,0,2,2,0
Mir673,7,5,4,2,8,2,5,3,2,1,4,2
Mir676,0,0,0,0,0,0,0,0,1,0,0,0
Mir677,3,3,6,6,7,6,8,1,5,2,4,6
Mir680-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir680-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir681,1,4,2,2,10,5,0,1,4,3,2,1
Mir684-1,8,23,28,34,66,39,48,34,55,44,24,47
Mir684-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir686,0,0,0,0,0,0,0,0,0,0,0,0
Mir6896,0,0,0,0,0,1,0,0,0,0,0,0
Mir6897,0,1,0,0,0,0,0,0,1,0,0,0
Mir6899,0,0,0,0,0,0,1,0,1,0,0,0
Mir690,6,3,2,1,12,3,3,9,4,1,5,4
Mir6900,1,4,2,3,1,1,4,1,1,3,1,1
Mir6902,1,0,1,2,3,1,2,0,0,2,2,1
Mir6903,0,0,0,0,0,0,0,0,0,0,0,0
Mir6904,7,3,4,6,16,1,5,5,2,4,3,3
Mir6905,0,0,0,1,0,0,0,0,0,0,0,1
Mir6907,2,5,8,11,14,3,10,4,5,4,4,10
Mir6913,2,1,3,0,5,5,3,0,3,1,1,1
Mir6914,0,0,0,0,0,0,1,0,0,0,0,0
Mir6919,0,0,0,0,0,1,0,0,0,0,0,0
Mir6921,0,0,0,0,0,0,0,0,0,0,0,0
Mir6923,0,0,0,0,0,0,0,0,0,0,0,0
Mir6930,0,0,0,0,0,0,1,0,0,0,0,0
Mir6931,2,1,0,0,0,0,0,1,0,2,1,1
Mir6932,0,1,0,0,1,0,0,0,0,0,0,1
Mir695,0,0,0,0,0,0,0,0,0,0,0,0
Mir6952,0,0,0,0,0,0,0,0,0,0,0,0
Mir6956,0,0,0,0,0,0,0,0,0,0,0,0
Mir6957,0,0,0,0,0,0,0,0,0,0,0,0
Mir6959,2,0,4,2,3,0,3,4,1,3,0,3
Mir6962,1,0,2,0,1,1,0,0,0,0,2,0
Mir6963,0,0,0,0,0,0,0,0,0,0,0,0
Mir6964,0,0,0,0,1,1,0,1,0,0,0,0
Mir697,1,6,7,8,14,7,6,4,14,8,3,2
Mir6973b,0,0,0,0,2,0,0,0,1,0,0,1
